108673,105048,94742,0.0505,-0.6387,0.7402
108673,105040,94742,0.0842,-0.6042,0.7529
108673,105040,94742,0.0842,-0.6042,0.7529
108673,105040,94742,0.0842,-0.6042,0.7529
108673,105040,94797,0.0449,-0.6414,0.738
108673,105040,94797,0.0449,-0.6414,0.738
108741,105040,94797,0.0449,-0.6414,0.738
108741,104995,94797,0.0852,-0.594,0.7542
108741,104995,94797,0.0852,-0.594,0.7542
108741,104995,94797,0.0852,-0.594,0.7542
108741,104995,94765,0.0591,-0.6396,0.7368
108741,104995,94765,0.0591,-0.6396,0.7368
108795,104995,94765,0.0591,-0.6396,0.7368
108795,104971,94765,0.0879,-0.6021,0.7573
108795,104971,94765,0.0879,-0.6021,0.7573
108795,104971,94765,0.0879,-0.6021,0.7573
108795,104971,94790,0.052,-0.6372,0.7458
108795,104971,94790,0.052,-0.6372,0.7458
108806,104971,94790,0.052,-0.6372,0.7458
108806,104948,94790,0.0923,-0.6021,0.7554
108806,104948,94790,0.0923,-0.6021,0.7554
108806,104948,94790,0.0923,-0.6021,0.7554
108806,104948,94846,0.0579,-0.6333,0.7478
108806,104948,94846,0.0579,-0.6333,0.7478
108852,104948,94846,0.0579,-0.6333,0.7478
108852,104898,94846,0.0808,-0.6016,0.7573
108852,104898,94846,0.0808,-0.6016,0.7573
108852,104898,94846,0.0808,-0.6016,0.7573
108852,104898,94786,0.0549,-0.6367,0.7412
108852,104898,94786,0.0549,-0.6367,0.7412
108862,104898,94786,0.0549,-0.6367,0.7412
108862,104870,94786,0.0952,-0.6008,0.7456
108862,104870,94786,0.0952,-0.6008,0.7456
108862,104870,94786,0.0952,-0.6008,0.7456
108862,104870,94805,0.0544,-0.6509,0.7314
108862,104870,94805,0.0544,-0.6509,0.7314
108905,104870,94805,0.0544,-0.6509,0.7314
108905,104820,94805,0.0896,-0.5967,0.7505
108905,104820,94805,0.0896,-0.5967,0.7505
108905,104820,94805,0.0896,-0.5967,0.7505
108905,104820,94757,0.0537,-0.6345,0.7361
108905,104820,94757,0.0537,-0.6345,0.7361
108945,104820,94757,0.0537,-0.6345,0.7361
108945,104788,94757,0.0857,-0.6089,0.748
108945,104788,94757,0.0857,-0.6089,0.748
108945,104788,94757,0.0857,-0.6089,0.748
108945,104788,94700,0.0525,-0.6372,0.7363
108945,104788,94700,0.0525,-0.6372,0.7363
108966,104788,94700,0.0525,-0.6372,0.7363
108966,104735,94700,0.0947,-0.6033,0.7463
108966,104735,94700,0.0947,-0.6033,0.7463
108966,104735,94700,0.0947,-0.6033,0.7463
108966,104735,94662,0.0503,-0.6462,0.7371
108966,104735,94662,0.0503,-0.6462,0.7371
108976,104735,94662,0.0503,-0.6462,0.7371
108976,104706,94662,0.084,-0.6042,0.749
108976,104706,94662,0.084,-0.6042,0.749
108976,104706,94662,0.084,-0.6042,0.749
108976,104706,94662,0.0464,-0.6514,0.7319
108976,104706,94662,0.0464,-0.6514,0.7319
109026,104706,94662,0.0464,-0.6514,0.7319
109026,104708,94662,0.0864,-0.595,0.7539
109026,104708,94662,0.0864,-0.595,0.7539
109026,104708,94662,0.0864,-0.595,0.7539
109026,104708,94670,0.0557,-0.6323,0.7458
109026,104708,94670,0.0557,-0.6323,0.7458
109066,104708,94670,0.0557,-0.6323,0.7458
109066,104920,94670,0.082,-0.6113,0.7554
109066,104920,94670,0.082,-0.6113,0.7554
109066,104920,94670,0.082,-0.6113,0.7554
109066,104920,94736,0.0596,-0.635,0.7439
109066,104920,94736,0.0596,-0.635,0.7439
108877,104920,94736,0.0596,-0.635,0.7439
108877,104923,94736,0.0901,-0.5957,0.7583
108877,104923,94736,0.0901,-0.5957,0.7583
108877,104923,94736,0.0901,-0.5957,0.7583
108877,104923,94781,0.0588,-0.636,0.7444
108877,104923,94781,0.0588,-0.636,0.7444
108855,104923,94781,0.0588,-0.636,0.7444
108855,104906,94781,0.0811,-0.585,0.7661
108855,104906,94781,0.0811,-0.585,0.7661
108855,104906,94781,0.0811,-0.585,0.7661
108855,104906,94668,0.0544,-0.6304,0.7495
108855,104906,94668,0.0544,-0.6304,0.7495
108942,104906,94668,0.0544,-0.6304,0.7495
108942,104924,94668,0.0874,-0.5984,0.7568
108942,104924,94668,0.0874,-0.5984,0.7568
108942,104924,94668,0.0874,-0.5984,0.7568
108942,104924,94590,0.0574,-0.6477,0.74
108942,104924,94590,0.0574,-0.6477,0.74
108653,104924,94590,0.0574,-0.6477,0.74
108653,105078,94590,0.0879,-0.6191,0.7439
108653,105078,94590,0.0879,-0.6191,0.7439
108653,105078,94590,0.0879,-0.6191,0.7439
108653,105078,94664,0.0623,-0.6235,0.7454
108653,105078,94664,0.0623,-0.6235,0.7454
108703,105078,94664,0.0623,-0.6235,0.7454
108703,105084,94664,0.0762,-0.6079,0.7498
108703,105084,94664,0.0762,-0.6079,0.7498
108703,105084,94664,0.0762,-0.6079,0.7498
108703,105084,94592,0.0498,-0.6384,0.7268
108703,105084,94592,0.0498,-0.6384,0.7268
108459,105084,94592,0.0498,-0.6384,0.7268
108459,105180,94592,0.084,-0.6008,0.751
108459,105180,94592,0.084,-0.6008,0.751
108459,105180,94592,0.084,-0.6008,0.751
108459,105180,94769,0.0557,-0.6411,0.7341
108459,105180,94769,0.0557,-0.6411,0.7341
108521,105180,94769,0.0557,-0.6411,0.7341
108521,105131,94769,0.0823,-0.6055,0.751
108521,105131,94769,0.0823,-0.6055,0.751
108521,105131,94769,0.0823,-0.6055,0.751
108521,105131,94784,0.0532,-0.6362,0.7351
108521,105131,94784,0.0532,-0.6362,0.7351
108577,105131,94784,0.0532,-0.6362,0.7351
108577,105120,94784,0.0901,-0.5986,0.7546
108577,105120,94784,0.0901,-0.5986,0.7546
108577,105120,94784,0.0901,-0.5986,0.7546
108577,105120,94780,0.0562,-0.6404,0.7361
108577,105120,94780,0.0562,-0.6404,0.7361
108613,105120,94780,0.0562,-0.6404,0.7361
108613,105089,94780,0.0835,-0.6079,0.7485
108613,105089,94780,0.0835,-0.6079,0.7485
108613,105089,94780,0.0835,-0.6079,0.7485
108613,105089,94756,0.0564,-0.6382,0.741
108613,105089,94756,0.0564,-0.6382,0.741
108630,105089,94756,0.0564,-0.6382,0.741
108630,105065,94756,0.0881,-0.5945,0.7549
108630,105065,94756,0.0881,-0.5945,0.7549
108630,105065,94756,0.0881,-0.5945,0.7549
108630,105065,94808,0.0491,-0.6416,0.7405
108630,105065,94808,0.0491,-0.6416,0.7405
108680,105065,94808,0.0491,-0.6416,0.7405
108680,105040,94808,0.0881,-0.5908,0.7642
108680,105040,94808,0.0881,-0.5908,0.7642
108680,105040,94808,0.0881,-0.5908,0.7642
108680,105040,94760,0.0552,-0.6387,0.7322
108680,105040,94760,0.0552,-0.6387,0.7322
108720,105040,94760,0.0552,-0.6387,0.7322
108720,105020,94760,0.0859,-0.5994,0.7485
108720,105020,94760,0.0859,-0.5994,0.7485
108720,105020,94760,0.0859,-0.5994,0.7485
108720,105020,94765,0.0571,-0.6387,0.7371
108720,105020,94765,0.0571,-0.6387,0.7371
108741,105020,94765,0.0571,-0.6387,0.7371
108741,105004,94765,0.0959,-0.5869,0.7542
108741,105004,94765,0.0959,-0.5869,0.7542
108741,105004,94765,0.0959,-0.5869,0.7542
108741,105004,94779,0.0593,-0.6443,0.7424
108741,105004,94779,0.0593,-0.6443,0.7424
108741,105004,94779,0.0593,-0.6443,0.7424
108741,104963,94779,0.0813,-0.6062,0.7446
108741,104963,94779,0.0813,-0.6062,0.7446
108741,104963,94779,0.0813,-0.6062,0.7446
108741,104963,94812,0.0474,-0.6543,0.7383
108741,104963,94812,0.0474,-0.6543,0.7383
108799,104963,94812,0.0474,-0.6543,0.7383
108799,104961,94812,0.0908,-0.5906,0.751
108799,104961,94812,0.0908,-0.5906,0.751
108799,104961,94812,0.0908,-0.5906,0.751
108799,104961,94852,0.0513,-0.6404,0.7373
108799,104961,94852,0.0513,-0.6404,0.7373
108815,104961,94852,0.0513,-0.6404,0.7373
108815,104957,94852,0.0835,-0.6204,0.7449
108815,104957,94852,0.0835,-0.6204,0.7449
108815,104957,94852,0.0835,-0.6204,0.7449
108815,104957,94747,0.0586,-0.6458,0.7244
108815,104957,94747,0.0586,-0.6458,0.7244
108803,104957,94747,0.0586,-0.6458,0.7244
108803,104938,94747,0.0869,-0.6008,0.7515
108803,104938,94747,0.0869,-0.6008,0.7515
108803,104938,94747,0.0869,-0.6008,0.7515
108803,104938,94692,0.0557,-0.6423,0.7441
108803,104938,94692,0.0557,-0.6423,0.7441
108810,104938,94692,0.0557,-0.6423,0.7441
108810,104891,94692,0.0876,-0.5876,0.7607
108810,104891,94692,0.0876,-0.5876,0.7607
108810,104891,94692,0.0876,-0.5876,0.7607
108810,104891,94665,0.0667,-0.635,0.7439
108810,104891,94665,0.0667,-0.635,0.7439
108842,104891,94665,0.0667,-0.635,0.7439
108842,104859,94665,0.0891,-0.6035,0.7573
108842,104859,94665,0.0891,-0.6035,0.7573
108842,104859,94665,0.0891,-0.6035,0.7573
108842,104859,94664,0.051,-0.6465,0.7375
108842,104859,94664,0.051,-0.6465,0.7375
108886,104859,94664,0.051,-0.6465,0.7375
108886,104824,94664,0.085,-0.6006,0.7554
108886,104824,94664,0.085,-0.6006,0.7554
108886,104824,94664,0.085,-0.6006,0.7554
108886,104824,94655,0.0618,-0.6191,0.7527
108886,104824,94655,0.0618,-0.6191,0.7527
108905,104824,94655,0.0618,-0.6191,0.7527
108905,104795,94655,0.075,-0.6135,0.7471
108905,104795,94655,0.075,-0.6135,0.7471
108905,104795,94655,0.075,-0.6135,0.7471
108905,104795,94638,0.0569,-0.6418,0.7395
108905,104795,94638,0.0569,-0.6418,0.7395
108940,104795,94638,0.0569,-0.6418,0.7395
108940,104764,94638,0.0935,-0.6001,0.7563
108940,104764,94638,0.0935,-0.6001,0.7563
108940,104764,94638,0.0935,-0.6001,0.7563
108940,104764,94636,0.0676,-0.6453,0.7356
108940,104764,94636,0.0676,-0.6453,0.7356
108981,104764,94636,0.0676,-0.6453,0.7356
108981,104742,94636,0.0862,-0.6089,0.7461
108981,104742,94636,0.0862,-0.6089,0.7461
108981,104742,94636,0.0862,-0.6089,0.7461
108981,104742,94651,0.0503,-0.6426,0.7346
108981,104742,94651,0.0503,-0.6426,0.7346
109026,104742,94651,0.0503,-0.6426,0.7346
109026,104717,94651,0.0867,-0.6052,0.759
109026,104717,94651,0.0867,-0.6052,0.759
109026,104717,94651,0.0867,-0.6052,0.759
109026,104717,94627,0.0645,-0.6416,0.7417
109026,104717,94627,0.0645,-0.6416,0.7417
109061,104717,94627,0.0645,-0.6416,0.7417
109061,104680,94627,0.0828,-0.6226,0.7388
109061,104680,94627,0.0828,-0.6226,0.7388
109061,104680,94627,0.0828,-0.6226,0.7388
109061,104680,94643,0.0583,-0.6494,0.7283
109061,104680,94643,0.0583,-0.6494,0.7283
109094,104680,94643,0.0583,-0.6494,0.7283
109094,104644,94643,0.0889,-0.5952,0.7544
109094,104644,94643,0.0889,-0.5952,0.7544
109094,104644,94643,0.0889,-0.5952,0.7544
109094,104644,94655,0.0564,-0.6396,0.7407
109094,104644,94655,0.0564,-0.6396,0.7407
109137,104644,94655,0.0564,-0.6396,0.7407
109137,104619,94655,0.0803,-0.5991,0.7629
109137,104619,94655,0.0803,-0.5991,0.7629
109137,104619,94655,0.0803,-0.5991,0.7629
109137,104619,94652,0.0542,-0.6377,0.7429
109137,104619,94652,0.0542,-0.6377,0.7429
109187,104619,94652,0.0542,-0.6377,0.7429
109187,104583,94652,0.0911,-0.5984,0.7573
109187,104583,94652,0.0911,-0.5984,0.7573
109187,104583,94652,0.0911,-0.5984,0.7573
109187,104583,94630,0.0564,-0.6392,0.7349
109187,104583,94630,0.0564,-0.6392,0.7349
109214,104583,94630,0.0564,-0.6392,0.7349
109214,104561,94630,0.0847,-0.6055,0.7588
109214,104561,94630,0.0847,-0.6055,0.7588
109214,104561,94630,0.0847,-0.6055,0.7588
109214,104561,94695,0.0564,-0.6392,0.7368
109214,104561,94695,0.0564,-0.6392,0.7368
109223,104561,94695,0.0564,-0.6392,0.7368
109223,104534,94695,0.0835,-0.5923,0.7537
109223,104534,94695,0.0835,-0.5923,0.7537
109223,104534,94695,0.0835,-0.5923,0.7537
109223,104534,94641,0.0457,-0.6472,0.7456
109223,104534,94641,0.0457,-0.6472,0.7456
109244,104534,94641,0.0457,-0.6472,0.7456
109244,104978,94641,0.0864,-0.5947,0.7615
109244,104978,94641,0.0864,-0.5947,0.7615
109244,104978,94641,0.0864,-0.5947,0.7615
109244,104978,94483,0.0605,-0.6345,0.7405
109244,104978,94483,0.0605,-0.6345,0.7405
108724,104978,94483,0.0605,-0.6345,0.7405
108724,104988,94483,0.085,-0.6187,0.7539
108724,104988,94483,0.085,-0.6187,0.7539
108724,104988,94483,0.085,-0.6187,0.7539
108724,104988,94587,0.0623,-0.6387,0.7402
108724,104988,94587,0.0623,-0.6387,0.7402
108784,104988,94587,0.0623,-0.6387,0.7402
108784,105011,94587,0.0835,-0.6101,0.7549
108784,105011,94587,0.0835,-0.6101,0.7549
108784,105011,94587,0.0835,-0.6101,0.7549
108784,105011,94565,0.0598,-0.6426,0.7371
108784,105011,94565,0.0598,-0.6426,0.7371
108815,105011,94565,0.0598,-0.6426,0.7371
108815,104944,94565,0.0737,-0.604,0.7549
108815,104944,94565,0.0737,-0.604,0.7549
108815,104944,94565,0.0737,-0.604,0.7549
108815,104944,94556,0.0549,-0.6462,0.7339
108815,104944,94556,0.0549,-0.6462,0.7339
108611,104944,94556,0.0549,-0.6462,0.7339
108611,105082,94556,0.092,-0.5955,0.7556
108611,105082,94556,0.092,-0.5955,0.7556
108611,105082,94556,0.092,-0.5955,0.7556
108611,105082,94622,0.0535,-0.6436,0.729
108611,105082,94622,0.0535,-0.6436,0.729
108615,105082,94622,0.0535,-0.6436,0.729
108615,105073,94622,0.0825,-0.6208,0.7432
108615,105073,94622,0.0825,-0.6208,0.7432
108615,105073,94622,0.0825,-0.6208,0.7432
108615,105073,94605,0.0679,-0.6145,0.7371
108615,105073,94605,0.0679,-0.6145,0.7371
108672,105073,94605,0.0679,-0.6145,0.7371
108672,105020,94605,0.0684,-0.6121,0.7576
108672,105020,94605,0.0684,-0.6121,0.7576
108672,105020,94605,0.0684,-0.6121,0.7576
108672,105020,94584,0.0427,-0.6404,0.7439
108672,105020,94584,0.0427,-0.6404,0.7439
108736,105020,94584,0.0427,-0.6404,0.7439
108736,105000,94584,0.0938,-0.5945,0.7622
108736,105000,94584,0.0938,-0.5945,0.7622
108736,105000,94584,0.0938,-0.5945,0.7622
108736,105000,94582,0.0737,-0.6343,0.7341
108736,105000,94582,0.0737,-0.6343,0.7341
108760,105000,94582,0.0737,-0.6343,0.7341
108760,104966,94582,0.0728,-0.6211,0.7573
108760,104966,94582,0.0728,-0.6211,0.7573
108760,104966,94582,0.0728,-0.6211,0.7573
108760,104966,94626,0.0647,-0.6316,0.7397
108760,104966,94626,0.0647,-0.6316,0.7397
108814,104966,94626,0.0647,-0.6316,0.7397
108814,104974,94626,0.094,-0.5918,0.762
108814,104974,94626,0.094,-0.5918,0.762
108814,104974,94626,0.094,-0.5918,0.762
